"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","15/2093","60/18384",0.25,2.19589106545628,3.32564616985332,0.00243565004575295,0.014245523352175,0.0101431207980243,"Aplnr/Fmr1/Serpine1/Bicd1/Arrb1/Plcg2/Arrb2/Ccr7/H1f1/Syk/Plk2/Dab2/Angpt1/App/C3",15
"GO:0031400","GO:0031400","negative regulation of protein modification process","66/2093","411/18384",0.160583941605839,1.41049937051206,3.01676898982135,0.00245030916891056,0.0143170152036344,0.010194024542836,"Pid1/Per2/Ptprc/Ivns1abp/Niban1/Sh2d1b1/Dusp10/Ptprj/Mapk8ip1/Il1b/Sirpa/Trib3/Dmd/Bex3/Pkia/Kirrel1/Ptpn22/Lyn/Jun/Cdkn2c/Isg15/Zfyve28/Coro1c/Mlxipl/Actb/Met/Snca/Gadd45a/Klf15/Ptpn6/Ptpro/Tgfb1/Ntrk3/Arrb1/Plk1/Pycard/Enpp1/Lilrb4b/Lilrb4a/Pkib/Gadd45b/Prkcd/Pbk/Gfra2/Ubash3b/Cadm1/Klhl31/Cd109/Arrb2/Dusp3/Cd300a/Socs3/Sox4/Sema4d/Rgs14/Ccnb1/Angpt1/Socs1/Parp14/Samsn1/Hspa1b/Slc8a1/Prkce/Spry4/Hhex/Sfrp5",66
"GO:0002637","GO:0002637","regulation of immunoglobulin production","19/2093","84/18384",0.226190476190476,1.98675858303188,3.24895687487451,0.00245612233167785,0.0143225070095262,0.0101979348274343,"Cd28/Il10/Ptprc/Fcgr2b/Cd40/Sash3/Btk/Tgfb1/Cd22/Cd37/Lilrb4a/Stat6/Il27ra/Shld2/Cgas/Tlr9/Cd86/Tnf/Rbp4",19
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","19/2093","84/18384",0.226190476190476,1.98675858303188,3.24895687487451,0.00245612233167785,0.0143225070095262,0.0101979348274343,"Cd28/Prkcq/Cd44/Sash3/Il2rg/Pf4/Card11/Tgfb1/Nfkbid/Cd24a/Vsir/Nlrp3/Rara/Ccr7/Cd83/Nckap1l/Socs1/Runx1/Anxa1",19
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","25/2093","122/18384",0.204918032786885,1.7999107093904,3.17735831310515,0.00246635374199797,0.014367916051005,0.0102302670472943,"Ndufs1/Bok/Mtch2/Bcl2l11/Aifm1/Gclm/Jun/Atp5if1/Hk2/Plaur/Atp2a1/Pycard/Cd24a/Chchd10/Bcl2a1d/Bcl2a1a/Bcl2a1b/Gpx1/Arrb2/Nptx1/Ifi27/Ifi27l2a/Camk2a/Pmaip1/Fxn",25
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","30/2093","155/18384",0.193548387096774,1.70004469583712,3.13710555597451,0.00247253180802701,0.0143754124308435,0.0102356046319073,"Cd28/Fzd5/Ptprc/Sh2d1b1/Fcgr3/Fcer1g/Rasgrp1/Il1b/Cd40/Sash3/Btk/Fcgr1/P2rx7/Tgfb1/Ulbp1/H60b/Cd24a/Stat6/Shld2/Hspa8/Cadm1/Nlrp3/Rsad2/Tnf/H2-Q10/H2-M3/Trem2/C3/Vav1/Cd226",30
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","30/2093","155/18384",0.193548387096774,1.70004469583712,3.13710555597451,0.00247253180802701,0.0143754124308435,0.0102356046319073,"Pla2g4a/Ptgs2/Fmo4/Fmo1/Pdk1/Mtln/Il1b/Trib3/Mid1ip1/Fabp5/Insig1/Acacb/Mlxipl/Snca/Apoc1/Dgat2/Irs2/Gdf15/Slc7a7/Apoc3/Srebf1/Brca1/Dab2/Dgat1/Clcn2/Prkce/Egr1/Cd74/Cpt1a/Anxa1",30
"GO:0001771","GO:0001771","immunological synapse formation","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Lgals3/Dock2/Havcr2/Ccr7/Nedd9/Cd6/Dock8",7
"GO:0007252","GO:0007252","I-kappaB phosphorylation","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Ikbke/Sirpa/Tlr7/Tlr2/Cx3cl1/Plcg2/Tnf",7
"GO:0007614","GO:0007614","short-term memory","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Mdk/Ptchd1/Cux2/Aph1c/Slc2a4/Serpinf1/Npas4",7
"GO:0014004","GO:0014004","microglia differentiation","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Tlr2/Tgfb1/Itgam/Enpp1/Nrros/App/Csf1r",7
"GO:0030810","GO:0030810","positive regulation of nucleotide biosynthetic process","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Pid1/Adcy10/Eno1/Nos3/Adora2b/Trem2/Eno1b",7
"GO:0045655","GO:0045655","regulation of monocyte differentiation","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Inpp5d/Bmyc/Jun/Fes/Gpr68/Dcstamp/Cd74",7
"GO:1900373","GO:1900373","positive regulation of purine nucleotide biosynthetic process","7/2093","18/18384",0.388888888888889,3.41583054626533,3.67548256324242,0.00250154081860343,0.0144440637836454,0.0102844858802267,"Pid1/Adcy10/Eno1/Nos3/Adora2b/Trem2/Eno1b",7
"GO:0035456","GO:0035456","response to interferon-beta","17/2093","72/18384",0.236111111111111,2.07389711737538,3.27250237891768,0.00251155131607121,0.0144734300351633,0.0103053952865832,"Ikbke/Aim2/Ifi214/Ifi209/Oas1c/Oas1g/Oas1a/Acod1/Plscr1/Gm5431/Gm12185/9930111J21Rik1/Tgtp1/Tgtp2/Ifi47/Sting1/Camk2a",17
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","17/2093","72/18384",0.236111111111111,2.07389711737538,3.27250237891768,0.00251155131607121,0.0144734300351633,0.0103053952865832,"Slc11a1/Lbp/H2bc21/Serpine1/Rarres2/Adm/Pycard/Lyz2/Lyz1/Rnase6/Tlr9/H2bc12/Naip5/App/Trem1/Trem2/Mpeg1",17
"GO:0032409","GO:0032409","regulation of transporter activity","37/2093","203/18384",0.182266009852217,1.6009452102834,3.0859788803989,0.00255104969942277,0.0146866504732684,0.0104572128510799,"Gpr35/Casq1/Rem1/Jph2/Fgf13/Fmr1/Dmd/Kcne5/Ctss/Cttnbp2nl/Gem/Actb/Snca/Hrc/P2ry6/Atp2a1/Kcnq1/Akap7/Gja1/Jsrp1/Stac3/Rrad/Plcg2/Cacna1d/Prkcd/Fgf14/Scn4b/Fxyd2/Tlr9/Ccl2/Stac2/Rasgrf2/Fkbp1b/Hspa2/Arc/Trem2/Ehd3",37
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","28/2093","142/18384",0.197183098591549,1.73197041782467,3.13848756353389,0.00255644131887446,0.0147032896989668,0.010469060339731,"Fn1/Arpc2/Myoc/Ptprj/Mdk/Hsd17b12/Fmn1/Thbs1/Prex1/Cass4/Flna/Dmd/Ccn1/Col16a1/Spp1/Ndnf/Fbln2/Iqgap1/Plekha2/Cspg5/Jup/Unc13d/Nedd9/Ninj1/Dab2/Itga5/Trem1/Prkce",28
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","55/2093","331/18384",0.166163141993958,1.4595046356507,3.02376571731017,0.00256271477994142,0.0147249633201326,0.0104844924268633,"Pid1/Inhbb/Prkcq/Pip4k2a/Grb14/Ptprj/Il1b/Snx5/Trib3/Anxa5/Ccna2/Hmgcs2/Mup2/Mup1/Mup11/Mup3/Slc25a33/C1qtnf12/Insig1/Fam114a1/Sh2b2/Lep/Rarres2/Tgfb1/Pak1/Ucp2/Prkcb/Ptpre/Enpp1/Col6a1/Stat6/Irs2/Gdf15/Slc27a1/Prkcd/Sesn3/Sorl1/Pkm/Gck/Srebf1/Glp2r/Slc2a4/Ccl2/Socs3/Pik3r1/Lpin1/Fos/Nr4a1/Socs1/Hmga1/Tnf/Rab31/Camk2a/Got1/Gpam",55
"GO:0032535","GO:0032535","regulation of cellular component size","64/2093","397/18384",0.161209068010076,1.41599020845544,3.00343287624419,0.00256966751690028,0.0147504938128319,0.0105026706899625,"Fn1/Arpc2/Cntn2/Adcy10/Spta1/Neb/Fmn1/Prex1/Was/Fgf13/Arhgap4/Gla/Tmsb4x/Tlr2/Kirrel1/Iqgap3/Tmod4/Ngf/Vav3/Cit/P2rx7/Eln/Capg/Tmsb10/Lmod3/Ret/Kcnn4/Ntrk3/Pex11a/Aqp11/Pak1/Coro1a/Pycard/Arhgap18/Col6a1/Cln8/Bag4/Cotl1/Prkcd/Icam1/Tpm1/Vill/Ccr5/Plek/Sptbn1/Cyfip2/Trpv2/Rilp/Rnd2/Sema4d/Ifrd1/Sptb/Evl/Il7r/Baiap2l2/Nckap1l/Hcls1/Tnfrsf12a/Ptprs/Vav1/Plekhh2/Prkce/Fxn/Shtn1",64
"GO:0060348","GO:0060348","bone development","41/2093","231/18384",0.177489177489178,1.55898759625468,3.06445249406456,0.00258070798984352,0.0147994161602929,0.0105375044596845,"Ptprc/Myoc/Bbln/Thbs1/Bgn/Dmd/Ecm1/Dhrs3/Atg9b/Insig1/Fam20c/Lep/Tgfb1/Ryr1/Tyrobp/Dchs1/Xylt1/Enpp1/Gja1/Col6a1/Nab2/Comp/Mmp14/Mmp13/Cadm1/Sh3pxd2b/Sparc/Rara/Map2k6/Ninj1/Sema4d/Tifab/Gpr68/Fbln5/Ptger4/Cbs/Runx2/Lox/Actn3/Ltbp3/Lipa",41
"GO:0071404","GO:0071404","cellular response to low-density lipoprotein particle stimulus","11/2093","38/18384",0.289473684210526,2.54261070737043,3.41190068577906,0.00262586940813775,0.0150290753466735,0.0107010267685704,"Fcer1g/Mexis/Tlr6/Cd9/Tgfb1/Itgb2/Ldlr/Cd68/Syk/App/Trem2",11
"GO:1904646","GO:1904646","cellular response to amyloid-beta","11/2093","38/18384",0.289473684210526,2.54261070737043,3.41190068577906,0.00262586940813775,0.0150290753466735,0.0107010267685704,"Fcgr2b/Itga4/Tlr6/Gja1/Icam1/Cacnb1/Syk/Lgmn/App/Tnf/Trem2",11
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","29/2093","149/18384",0.194630872483221,1.70955277579147,3.11705086777653,0.00265195940261708,0.0151488992891965,0.0107863440077802,"Ankrd23/Gpc1/Casq1/Neb/Klhl41/Ttn/Actc1/Neurl2/Tlr2/Tmod4/Cavin4/Chn2/Lmod3/Cd9/Tnnt1/Mybpc2/Tnnt3/Myom2/Acta1/Myoz1/Synpo2l/Tpm1/Xirp1/Tcap/Cntnap1/Actg1/Rfx2/Myom1/Nrap",29
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis","29/2093","149/18384",0.194630872483221,1.70955277579147,3.11705086777653,0.00265195940261708,0.0151488992891965,0.0107863440077802,"Ankrd23/Gpc1/Casq1/Neb/Klhl41/Ttn/Actc1/Neurl2/Tlr2/Tmod4/Cavin4/Chn2/Lmod3/Cd9/Tnnt1/Mybpc2/Tnnt3/Myom2/Acta1/Myoz1/Synpo2l/Tpm1/Xirp1/Tcap/Cntnap1/Actg1/Rfx2/Myom1/Nrap",29
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","33/2093","176/18384",0.1875,1.64691829909221,3.09096141332086,0.00265836511430943,0.0151707477105931,0.0108019005564582,"Arpc2/Myoc/Spta1/Map1a/Tpx2/Was/Mid1ip1/Fgf13/Tmsb4x/Mid1/Tlr2/Tmod4/Stmn1/Met/Snca/Capg/Tmsb10/Lmod3/Gmfg/Arap1/Coro1a/Ckap2/Prkcd/Diaph3/Tpm1/Vill/Sptbn1/Pik3r1/Sptb/Evl/Ccnf/Kifc1/Plekhh2",33
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","10/2093","33/18384",0.303030303030303,2.66168613994701,3.42448316641862,0.00280493930577711,0.0159761949993778,0.0113753964501936,"Il10/Tgfb1/Arg1/Lilrb4b/Lilrb4a/Vsir/Hmox1/Tgfb3/Angpt1/Tnf",10
"GO:0031295","GO:0031295","T cell costimulation","10/2093","33/18384",0.303030303030303,2.66168613994701,3.42448316641862,0.00280493930577711,0.0159761949993778,0.0113753964501936,"Cd28/Card11/Spn/Cd24a/Lilrb4b/Lilrb4a/Ccr7/Cd86/Cd80/Vav1",10
"GO:0045591","GO:0045591","positive regulation of regulatory T cell differentiation","8/2093","23/18384",0.347826086956522,3.05515278672178,3.53491359696158,0.00282419762197535,0.0160547713945562,0.011431344543392,"Dusp10/Il2rg/Tgfb1/Lilrb4b/Lilrb4a/Vsir/Socs1/H2-M3",8
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process","8/2093","23/18384",0.347826086956522,3.05515278672178,3.53491359696158,0.00282419762197535,0.0160547713945562,0.011431344543392,"Il10/Bcl2l11/Siglec1/P2rx7/Nfkbid/Adam8/Cd24a/Ccl5",8
"GO:0045685","GO:0045685","regulation of glial cell differentiation","19/2093","85/18384",0.223529411764706,1.96338495264326,3.19091017523961,0.00283243859739956,0.0160860619087098,0.0114536240663724,"Cxcr4/Cntn2/Dusp10/Mdk/Il1b/Tlr2/Tnfrsf1b/Tgfb1/Ntrk3/Egr2/Hmga2/Ldlr/Aspa/Nog/Id2/Clcn2/Tnfrsf21/Trem2/Csf1r",19
"GO:0002396","GO:0002396","MHC protein complex assembly","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"H2-DMa/H2-DMb2/H2-DMb1/H2-Ab1/H2-Aa/H2-Eb1",6
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"H2-DMa/H2-DMb2/H2-DMb1/H2-Ab1/H2-Aa/H2-Eb1",6
"GO:0010896","GO:0010896","regulation of triglyceride catabolic process","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Daglb/Ldlr/Sorl1/Apoc3/Abhd5/Pik3cg",6
"GO:0032308","GO:0032308","positive regulation of prostaglandin secretion","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Tnfrsf11a/Pla2g4a/Ptges/Il1b/P2rx7/Map2k6",6
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Knl1/Cdc20/Ccnb2/Ttk/Ndc80/Cdc25c",6
"GO:0045060","GO:0045060","negative thymic T cell selection","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Cd28/Ptprc/Spn/Dock2/Ccr7/Cd74",6
"GO:0045586","GO:0045586","regulation of gamma-delta T cell differentiation","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Ptprc/Rorc/Egr3/Sox4/Syk/Nckap1l",6
"GO:0046643","GO:0046643","regulation of gamma-delta T cell activation","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Ptprc/Rorc/Egr3/Sox4/Syk/Nckap1l",6
"GO:0055089","GO:0055089","fatty acid homeostasis","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Adora1/Mlxipl/Dgat2/Dgat1/Got1/Gpam",6
"GO:0150079","GO:0150079","negative regulation of neuroinflammatory response","6/2093","14/18384",0.428571428571429,3.76438468363934,3.70874397387219,0.00288387888704405,0.0161765060915437,0.0115180222811157,"Tnfrsf1b/Cx3cl1/Ldlr/Grn/Cd200r1/Trem2",6
"GO:0002027","GO:0002027","regulation of heart rate","22/2093","104/18384",0.211538461538462,1.8580616707707,3.14532851751259,0.00288662540856564,0.0161765060915437,0.0115180222811157,"Cacna1e/Nos1ap/Ada/Dmd/Kcne5/Hrc/Adm/Kcnq1/Cacna1d/Scn4b/Tpm1/Srebf1/Trpv1/Jup/Kcnj2/Ryr2/Pik3r1/Isl1/Fkbp1b/Pkp2/Tnf/Slc8a1",22
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","9/2093","28/18384",0.321428571428571,2.82328851272951,3.46070294780896,0.00289377221408854,0.0161765060915437,0.0115180222811157,"Cd28/Ptprc/Prkcq/Ptpn22/Card11/Cd24a/Syk/Cd80/Rasal3",9
"GO:0090231","GO:0090231","regulation of spindle checkpoint","9/2093","28/18384",0.321428571428571,2.82328851272951,3.46070294780896,0.00289377221408854,0.0161765060915437,0.0115180222811157,"Knl1/Cdca8/Ccnb1-ps/Ska3/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",9
"GO:0042306","GO:0042306","regulation of protein import into nucleus","18/2093","79/18384",0.227848101265823,2.00131843940319,3.19683211022944,0.00289614577897276,0.0161765060915437,0.0115180222811157,"Ptgs2/Prkcq/Flna/Pkia/Ect2/Ptpn22/Mdfic/Lep/Tgfb1/Chp2/Cdk1/Prkcd/Jup/Brca1/Pik3r1/Angpt1/Apod/Hcls1",18
"GO:0010712","GO:0010712","regulation of collagen metabolic process","15/2093","61/18384",0.245901639344262,2.15989285126847,3.25239612080685,0.00289623961338964,0.0161765060915437,0.0115180222811157,"Fn1/Vim/Creb3l1/Cst3/Serpine1/Tgfb1/Vsir/Retn/Mfap4/Adora2b/Arrb2/Ccl2/Tgfb3/Acvr1b/Got1",15
"GO:0046173","GO:0046173","polyol biosynthetic process","15/2093","61/18384",0.245901639344262,2.15989285126847,3.25239612080685,0.00289623961338964,0.0161765060915437,0.0115180222811157,"Ephx1/Sptlc3/P2ry1/Ptafr/Lep/Adcyap1r1/Snca/Acer3/P2ry6/Pcbd1/Plcg2/Pts/Pth1r/Plek/Got1",15
"GO:0002604","GO:0002604","regulation of dendritic cell antigen processing and presentation","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Slc11a1/Thbs1/Cd68/Ccr7/Cd74",5
"GO:0010739","GO:0010739","positive regulation of protein kinase A signaling","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Adissp/Akap12/Tcim/App/Nrxn1",5
"GO:0010881","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Dmd/Tmem38a/Ryr2/Fkbp1b/Slc8a1",5
"GO:0015820","GO:0015820","L-leucine transport","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Slc43a1/Slc7a5/Slc7a7/Slc7a8/Slc3a2",5
"GO:0031666","GO:0031666","positive regulation of lipopolysaccharide-mediated signaling pathway","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Ly96/Sash1/Scimp/Ly86/Cd180",5
"GO:0051593","GO:0051593","response to folic acid","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Bche/Folr2/Ascl1/Gpx1/Cbs",5
"GO:0071612","GO:0071612","IP-10 production","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Oas1c/Oas1g/Oas1a/Lilrb4b/Lilrb4a",5
"GO:0071658","GO:0071658","regulation of IP-10 production","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Oas1c/Oas1g/Oas1a/Lilrb4b/Lilrb4a",5
"GO:0110025","GO:0110025","DNA strand resection involved in replication fork processing","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Bard1/Exo1/Samhd1/Rad50/Brca1",5
"GO:1902423","GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Cdca8/Cdk1/Aurkb/Birc5/Incenp",5
"GO:2000833","GO:2000833","positive regulation of steroid hormone secretion","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Spp1/Retn/C1qtnf1/Dab2/Runx1",5
"GO:2001187","GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Ptpn22/Lilrb4b/Lilrb4a/Nckap1l/Runx1",5
"GO:2001280","GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process","5/2093","10/18384",0.5,4.39178213091257,3.84543104153981,0.00292817327005828,0.0161765060915437,0.0115180222811157,"Pla2g4a/Ptgs2/Il1b/Cd74/Anxa1",5
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","17/2093","73/18384",0.232876712328767,2.04548756782229,3.2080653576188,0.00293354549625715,0.0161765810738986,0.0115180756701744,"Slc11a1/Per2/Slc43a1/Ttyh3/Slc25a13/Slc1a5/Ucp2/Arg1/Cln8/Slc7a5/Slc7a7/Slc7a8/Slc1a4/Slc36a2/Slc38a1/Tnf/Slc3a2",17
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","24/2093","117/18384",0.205128205128205,1.80175677165644,3.11832150016676,0.00293369095351751,0.0161765810738986,0.0115180756701744,"Per2/Cacna1e/Cacna1b/Ncs1/Rims4/Syn1/Fmr1/P2ry1/Ngf/Nat8l/P2rx7/Snca/Mctp2/Prkcb/Ppfia2/Slc18a1/Cacna1d/Sncg/Cspg5/Mctp1/Ptger4/Fbxo45/App/Camk2a",24
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","12/2093","44/18384",0.272727272727273,2.39551752595231,3.32185677543895,0.00296599578554285,0.0162783596894686,0.0115905442462218,"Il10/Fcgr2b/Tgfb1/Cd22/Arg1/Lilrb4b/Lilrb4a/Vsir/Hmox1/Tgfb3/Angpt1/Tnf",12
"GO:0032620","GO:0032620","interleukin-17 production","12/2093","44/18384",0.272727272727273,2.39551752595231,3.32185677543895,0.00296599578554285,0.0162783596894686,0.0115905442462218,"Ly9/Prkcq/Card9/Btk/Tlr2/Ccn1/Tgfb1/Vsir/Il27ra/Slc7a5/Nckap1l/Rftn1",12
"GO:0045066","GO:0045066","regulatory T cell differentiation","12/2093","44/18384",0.272727272727273,2.39551752595231,3.32185677543895,0.00296599578554285,0.0162783596894686,0.0115905442462218,"Cd28/Dusp10/Mdk/Cd44/Il2rg/Fancd2/Tgfb1/Lilrb4b/Lilrb4a/Vsir/Socs1/H2-M3",12
"GO:0090630","GO:0090630","activation of GTPase activity","12/2093","44/18384",0.272727272727273,2.39551752595231,3.32185677543895,0.00296599578554285,0.0162783596894686,0.0115905442462218,"Rasgrp1/Ralgapa2/Ect2/Arhgap24/Coro1c/Ntrk3/Rhog/Mtss2/Abr/Nedd9/Gpr65/Tiam1",12
"GO:1904645","GO:1904645","response to amyloid-beta","12/2093","44/18384",0.272727272727273,2.39551752595231,3.32185677543895,0.00296599578554285,0.0162783596894686,0.0115905442462218,"Fcgr2b/Cacna1b/Itga4/Tlr6/Gja1/Icam1/Cacnb1/Syk/Lgmn/App/Tnf/Trem2",12
"GO:1901879","GO:1901879","regulation of protein depolymerization","21/2093","98/18384",0.214285714285714,1.88219234181967,3.13859948733259,0.00302006123108034,0.0165596267875842,0.0117908125046891,"Arpc2/Spta1/Map1a/Tpx2/Mid1ip1/Fgf13/Mid1/Tmod4/Capg/Lmod3/Ckap2/Map1s/Diaph3/Tpm1/Vill/Plek/Sptbn1/Aurkb/Sptb/Evl/Plekhh2",21
"GO:0050905","GO:0050905","neuromuscular process","37/2093","205/18384",0.180487804878049,1.5853262326221,3.02070879462853,0.00303171154237283,0.0166080153271831,0.0118252661916656,"Casq1/Map1a/Rem1/Mylk2/Dmd/Glrb/Kcnab2/Grin2b/Tnnt1/Atp2a1/Tnni2/Tnnt3/Psap/Jsrp1/Ascl1/Ptprq/Stac3/Cln8/Comp/Mycbp2/Fgf14/Hexa/Aph1c/Myh8/Abr/Stac2/Tcap/Cntnap1/Scn4a/Kcnj2/Tifab/Nr4a1/App/Tnf/Nrxn1/Actn3/Fxn",37
"GO:0045786","GO:0045786","negative regulation of cell cycle","64/2093","400/18384",0.16,1.40537028189202,2.93803991474032,0.00307755410152501,0.0168434478666332,0.011992899252831,"Bard1/Ptgs2/Nuf2/Nek2/Grb14/Spc25/Dgkz/Creb3l1/Bub1b/Knl1/Rad51/Bub1/E2f1/Sycp2/Tmsb4x/Nudt6/Cenpe/Lyn/Cdkn2c/Stil/Cdc20/Cdca8/Clspn/Taok3/Kntc1/Gpnmb/Fancd2/Tgfb1/Ccnb1-ps/E2f8/Ticrr/Plk1/Ccnd1/Zc3h12d/Cdk1/Prmt2/Hpgd/Cdt1/Ska3/Diaph3/Spc24/Zwilch/Ttk/Spdl1/Rad50/Aurkb/Eme1/Brca1/Birc5/Gmnn/Ccnb1/Gpr132/Recql4/Nr4a1/Rps6ka2/Ccnf/Chtf18/Kifc1/Tnf/H2-M3/Ndc80/Apbb3/Incenp/Hhex",64
"GO:0007613","GO:0007613","memory","31/2093","164/18384",0.189024390243902,1.66030787875963,3.04448019287653,0.00309281249745255,0.0169112110325824,0.0120411480928973,"Ptgs2/Il1rn/Mdk/Map1a/Il1b/Acss2/Fgf13/Ptchd1/Ngf/B4galt2/Cux2/Hrh1/Grin2b/Klk8/S100b/Ldlr/Aph1c/Slc2a4/Serpinf1/Nog/Hrh2/Rgs14/Plk2/Fos/Lgmn/Arc/Itga5/App/Trem2/Egr1/Npas4",31
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","72/2093","460/18384",0.156521739130435,1.3748187540248,2.91811025482917,0.00313388838206325,0.0171198846745054,0.0121897282401521,"Cdk15/Bard1/Cdk18/Kif14/Nuf2/Cenpf/Prkcq/Nek6/Spc25/Dgkz/Creb3l1/Bub1b/Knl1/Rad51/Bub1/E2f1/Fam83d/Ube2c/Sycp2/Tmsb4x/Pkia/Cenpe/Lyn/Cdkn2c/Stil/Cdc20/Cdca8/Clspn/Taok3/Kntc1/Actb/Gpnmb/Fancd2/Ptpn6/Tgfb1/Ccnb1-ps/Ticrr/Plk1/Ccnd1/Zc3h12d/Cdk1/Prmt2/Tcim/Plcg2/Cdt1/Ska3/Diaph3/Spc24/Zwilch/Ttk/Spdl1/Rad50/Aurkb/Eme1/Brca1/Birc5/Ccnb1/Rrm2/Id2/Hspa2/Gpr132/Trp63/App/Aif1/Ubd/Ndc80/Cdc25c/Apbb3/Csf1r/Cdca5/Incenp/Anxa1",72
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","20/2093","92/18384",0.217391304347826,1.90947049170112,3.13451870598694,0.00314465347481577,0.0171468210806745,0.0122089075440557,"Arpc2/Per2/Spta1/Map1a/Tpx2/Mid1ip1/Fgf13/Mid1/Tmod4/Capg/Lmod3/Ckap2/Diaph3/Tpm1/Vill/Sptbn1/Sptb/Evl/Tnf/Plekhh2",20
